Filial;Pagador;Remetente;Origem;UF Origem;Destinatario;Destino;UF Destino;Modal do Frete;Data frete;Documento;Série;Classificação;Volumes;Peso Taxado;Valor NF;Valor Frete;Frete Compra;Frete compra rodoviário;Frete compra aéreo;Manifesto;Manifesto entregas;Manifesto coletas;Manifesto coletas reversa;Manifesto transferências;Manifesto despachos;Manifesto retiradas;Agentes;Agente coleta;Agente entrega;Comissões;Imposto com Difal;Despesa Operacional;Imposto;Imposto com Complementares;Outros Impostos;Seguro;Total Despesas;Margem;% Margem;Tipo de frete;Documento Origem
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;03/02/2026 23:27;68519/48224;"=""1""";;"=""4""";384,000;10.151,36;1.016,00;0,00;0,00;0,00;250,00;250,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;121,92;0,00;121,92;162,56;40,64;0,00;412,56;603,44;59,39;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP TBT P1 [MBB];Taubaté;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;03/02/2026 23:41;68518/48225;"=""1""";;"=""3""";3000,000;259.424,71;3.190,00;0,00;0,00;0,00;2.129,50;2.129,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;382,80;0,00;382,80;510,40;127,60;0,00;2.639,90;550,10;17,24;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;03/02/2026 23:51;68520/48226;"=""1""";;"=""99""";5455,503;54.875,79;1.620,00;0,00;0,00;0,00;1.005,73;1.005,73;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;1.264,93;355,07;21,92;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;SIONTI INDUSTRIA METALURGICA LIMITADA;Diadema;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 00:06;68521/48227;"=""1""";;"=""34""";5810,000;109.169,05;2.900,00;0,00;0,00;0,00;1.375,04;1.375,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;348,00;0,00;348,00;464,00;116,00;0,00;1.839,04;1.060,96;36,58;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GALVANOBRAS GALVANOPLASTIA DO BRASI L LTDA;Itu;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 00:52;68522/48228;"=""1""";;"=""107""";896,970;32.041,31;630,00;0,00;0,00;0,00;533,75;533,75;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;75,60;0,00;75,60;100,80;25,20;0,00;634,55;-4,55;-0,72;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;04/02/2026 01:12;7161/48229;"=""2""";;"=""3""";2271,840;33.766,53;8.900,00;0,00;0,00;0,00;6.146,00;6.146,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.068,00;0,00;1.068,00;1.424,00;356,00;0,00;7.570,00;1.330,00;14,94;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];SIKA S A;Osasco;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 03:06;68567/48230;"=""1""";;"=""193""";1824,000;124.212,52;3.800,00;0,00;0,00;0,00;1.797,50;1.797,50;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;456,00;0,00;456,00;608,00;152,00;0,00;2.405,50;1.394,50;36,70;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 04:27;68523/48231;"=""1""";;"=""33""";11725,048;151.834,03;3.500,00;0,00;0,00;0,00;1.612,61;1.612,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;560,00;140,00;0,00;2.172,61;1.327,39;37,93;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;04/02/2026 04:41;68524/48232;"=""1""";;"=""1""";100,000;26,00;3.500,00;0,00;0,00;0,00;1.350,00;1.350,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;560,00;140,00;0,00;1.910,00;1.590,00;45,43;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;04/02/2026 05:36;68525/48233;"=""1""";;"=""1""";100,000;9,00;3.270,00;0,00;0,00;0,00;2.051,60;2.051,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;392,40;0,00;392,40;523,20;130,80;0,00;2.574,80;695,20;21,26;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;HONDA AUTOMOVEIS DO BRASIL LTDA;Itirapina;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 05:50;68542/48234;"=""1""";;"=""1""";100,000;91.390,00;4.900,00;0,00;0,00;0,00;2.000,00;2.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;588,00;0,00;588,00;784,00;196,00;0,00;2.784,00;2.116,00;43,18;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;TOYOTA BOSHOKU DO BRASIL LTDA.;Sorocaba;SP;Rodoviário;04/02/2026 06:02;2888/48235;;;"=""1""";100,000;6.769,96;1.274,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;26,00;0,00;26,00;76,96;50,96;0,00;476,96;797,04;62,56;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;SIONTI INDUSTRIA METALURGICA LIMITADA;Diadema;SP;Rodoviário;04/02/2026 08:54;68526/48236;"=""1""";;"=""10""";500,000;8.465,40;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];SIONTI INDUSTRIA METALURGICA LIMITADA;Diadema;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 08:57;68563/48237;"=""1""";;"=""150""";1860,000;71.770,00;1.372,00;0,00;0,00;0,00;1.140,00;1.140,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;164,64;0,00;164,64;219,52;54,88;0,00;1.359,52;12,48;0,91;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;EMAX LOGISTICA;Taubaté;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 09:01;68527/48238;"=""1""";;"=""23""";2200,000;186.959,34;3.190,00;0,00;0,00;0,00;2.038,71;2.038,71;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;382,80;0,00;382,80;510,40;127,60;0,00;2.549,11;640,89;20,09;Normal;
ENTREGAMAX TAUBATE ;ELOPACK [ELPKLRN];ELOPACK [ELPKLRN];Lorena;SP;BRASKEM S.A;Cubatão;SP;Rodoviário;04/02/2026 09:09;68528/48239;"=""1""";;"=""402""";14757,420;36.682,50;5.500,00;0,00;0,00;0,00;3.500,00;3.500,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;660,00;0,00;660,00;880,00;220,00;0,00;4.380,00;1.120,00;20,36;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP GRAVATAI [GRA];Taubaté;SP;Scórpios Indústria Metalúrgica Ltda FABRICA 8;Santo André;SP;Rodoviário;04/02/2026 09:10;2349/3767;"=""2""";;"=""6""";2355,720;49.000,80;2.400,00;0,00;0,00;0,00;831,60;831,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;288,00;0,00;288,00;384,00;96,00;0,00;1.215,60;1.184,40;49,35;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;04/02/2026 09:38;68530/48241;"=""1""";;"=""16""";1293,840;21.732,00;1.620,00;0,00;0,00;0,00;1.342,00;1.342,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;194,40;0,00;194,40;259,20;64,80;0,00;1.601,20;18,80;1,16;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GARCIQUIMICA;São Paulo;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 09:56;68531/48242;"=""1""";;"=""1""";26,000;2.397,50;1.100,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;132,00;0,00;132,00;176,00;44,00;0,00;576,00;524,00;47,64;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;VOLKSWAGEN DO BRASIL LTDA;Vinhedo;SP;Rodoviário;04/02/2026 10:06;68529/48240;"=""1""";;"=""11""";550,000;9.561,21;1.776,00;0,00;0,00;0,00;1.325,63;1.325,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;213,12;0,00;213,12;284,16;71,04;0,00;1.609,79;166,21;9,36;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;MAG ALIANCA AUTOMOVEIS DO BRASIL SSC - CENTRO DE SERVICOS EM ACO S.A.;Resende;RJ;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 11:02;7162/48243;"=""2""";;"=""1""";100,000;25.707,75;6.900,00;0,00;0,00;0,00;3.240,00;3.240,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;828,00;0,00;828,00;1.104,00;276,00;0,00;4.344,00;2.556,00;37,04;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];BENTELER;Campinas;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 11:15;68532/48244;"=""1""";;"=""60""";600,000;154.057,96;2.646,00;0,00;0,00;0,00;1.681,38;1.681,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;317,52;0,00;317,52;423,36;105,84;0,00;2.104,74;541,26;20,46;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;MPS ROBOTICA E AUTOMACAO LTDA;São José dos Campos;SP;Rodoviário;04/02/2026 11:29;68533/48245;"=""1""";;"=""1""";500,000;200.000,00;648,00;0,00;0,00;0,00;450,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,76;0,00;77,76;103,68;25,92;0,00;553,68;94,32;14,56;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;SERV NEWS ROBOTICA E AUTOMACAO LTDA;São José dos Campos;SP;Rodoviário;04/02/2026 11:30;68534/48246;"=""1""";;"=""1""";500,000;300.000,00;648,00;0,00;0,00;0,00;450,00;450,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;77,76;0,00;77,76;103,68;25,92;0,00;553,68;94,32;14,56;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;CROMA REVESTIMENTOS TECNICOS LTDA;Guarulhos;SP;Rodoviário;04/02/2026 11:45;68535/48247;"=""1""";;"=""17""";1831,760;64.673,80;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;GALVANOPLASTIA ANCHIETA LTDA;Diadema;SP;Rodoviário;04/02/2026 11:49;68536/48248;"=""1""";;"=""1""";500,000;19.302,40;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RIB PRETO [CLRP];CAMPO LIMPO S.A [CLSA];Taubaté;SP;CAMPO LIMPO RIB PRETO [CLRP];Ribeirão Preto;SP;Rodoviário;04/02/2026 11:59;68538/48249;"=""1""";;"=""34""";30660,000;110.214,00;4.931,25;0,00;0,00;0,00;3.813,21;3.813,21;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;591,75;0,00;591,75;789,00;197,25;0,00;4.602,21;329,04;6,67;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;CAMPO LIMPO S.A [CLSA];Taubaté;SP;Rodoviário;04/02/2026 12:09;7163/48250;"=""2""";;"=""96""";4320,000;2.857,92;3.129,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;375,52;0,00;375,52;500,69;125,17;0,00;500,69;2.628,66;84,00;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;HWASHIN AUTOMOTIVAS BRASIL;Piracicaba;SP;Rodoviário;04/02/2026 12:29;68540/48251;"=""1""";;"=""1""";330,440;82.178,86;2.570,00;0,00;0,00;0,00;1.417,99;1.417,99;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;308,40;0,00;308,40;411,20;102,80;0,00;1.829,19;740,81;28,83;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];REZENDE;Indaiatuba;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 13:13;68615/48252;"=""1""";;"=""51""";100,000;34.125,85;1.961,00;0,00;0,00;0,00;800,00;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;235,32;0,00;235,32;313,76;78,44;0,00;1.113,76;847,24;43,20;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;04/02/2026 13:43;1827/3768;"=""1""";;"=""2""";7156,420;104.051,12;4.000,00;0,00;0,00;0,00;3.073,00;3.073,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;0,00;480,00;640,00;160,00;0,00;3.713,00;287,00;7,18;Normal;
ENTREGAMAX TAUBATE ;PELZER TBT [PLZRTBT];PELZER TBT [PLZRTBT];Taubaté;SP;EMAX LOGISTICA;Taubaté;SP;Rodoviário;04/02/2026 14:23;2895/48258;;;"=""10""";0,000;630,00;1.140,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;60,00;0,00;60,00;105,60;45,60;0,00;505,60;634,40;55,65;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP GRAVATAI [GRA];Gravataí;RS;Rodoviário;04/02/2026 14:28;2350/3769;"=""2""";;"=""2""";16745,000;255.389,34;4.000,00;0,00;0,00;0,00;3.073,00;3.073,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;480,00;0,00;480,00;640,00;160,00;0,00;3.713,00;287,00;7,18;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;JOALMI INDUSTRIA E COMERCIO LIMITADA;Guarulhos;SP;Rodoviário;04/02/2026 14:48;68879/48253;"=""1""";;"=""2""";1789,700;10.674,36;712,00;0,00;0,00;0,00;592,76;592,76;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;85,44;0,00;85,44;85,44;0,00;0,00;678,20;33,80;4,75;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP SOROCABA;Sorocaba;SP;FERRAMENTARIA AMERICA LATINA EIRELI;Indaiatuba;SP;Rodoviário;04/02/2026 15:05;68543/48254;"=""1""";;"=""1""";1000,000;8.000,00;3.200,00;0,00;0,00;0,00;800,00;800,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;384,00;0,00;384,00;512,00;128,00;0,00;1.312,00;1.888,00;59,00;Normal;
ENTREGAMAX GRAVATAI;GESTAMP GRAVATAI [GRA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 15:22;1828/3770;"=""1""";;"=""34""";7592,880;93.706,36;7.200,00;0,00;0,00;0,00;4.990,00;4.990,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;864,00;0,00;864,00;1.152,00;288,00;0,00;6.142,00;1.058,00;14,69;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];ISOTRON LTDA;Almirante Tamandaré;PR;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;04/02/2026 15:47;7164/48255;"=""2""";;"=""1""";13,000;317,63;810,00;0,00;0,00;0,00;300,00;300,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,20;0,00;97,20;129,60;32,40;0,00;429,60;380,40;46,96;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];GESTAMP TBT P1 [MBB];Taubaté;SP;FHS;Diadema;SP;Rodoviário;04/02/2026 15:55;68544/48256;"=""1""";;"=""1""";500,000;350.690,70;3.038,00;0,00;0,00;0,00;1.612,49;1.612,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;364,56;0,00;364,56;486,08;121,52;0,00;2.098,57;939,43;30,92;Normal;
ENTREGAMAX TAUBATE ;GRIFIT;GRIFIT;Taubaté;SP;RIO SOLIMOES ELETRODOMESTICOS;Barueri;SP;Rodoviário;04/02/2026 15:56;68547/48262;"=""1""";;"=""855""";6886,400;367.916,99;4.803,32;0,00;0,00;0,00;1.700,48;1.700,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;406,22;1.200,00;406,22;768,54;135,41;0,00;3.669,02;1.134,30;23,61;Normal;
ENTREGAMAX TAUBATE ;GRIFIT;GRIFIT;Taubaté;SP;RIO SOLIMOES ELETRODOMESTICOS;Barueri;SP;Rodoviário;04/02/2026 15:56;68609/48332;"=""1""";;"=""855""";6886,400;367.916,99;;0,00;;;;;;;;;;;;;;170,18;;170,18;;56,73;;;;0,00;Complementar;68547/48262
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];EDITORA GRAFICA EVEREST LTDA;Curitiba;PR;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;04/02/2026 16:04;7165/48257;"=""2""";;"=""1""";1,000;1,00;810,00;0,00;0,00;0,00;250,00;250,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;97,20;0,00;97,20;129,60;32,40;0,00;379,60;430,40;53,14;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];ENTREGAMAX TAUBATE ;São José dos Pinhais;PR;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;04/02/2026 16:18;2889/48259;;;"=""9""";727,000;82.362,01;793,80;0,00;0,00;0,00;250,00;250,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;16,20;0,00;16,20;47,95;31,75;0,00;297,95;495,85;62,47;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SOROCABA;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;GESTAMP SOROCABA;Sorocaba;SP;Rodoviário;04/02/2026 16:47;68546/48261;"=""1""";;"=""38""";14315,056;190.172,03;3.500,00;0,00;0,00;0,00;1.612,61;1.612,61;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;420,00;0,00;420,00;560,00;140,00;0,00;2.172,61;1.327,39;37,93;Normal;
ENTREGAMAX TAUBATE ;GESTAMP TBT P1 [MBB];PERFILADOS NARDI INDUSTRIA E COMERCIO DE PRODUTOS SIDERURGICOS LTDA;Mauá;SP;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 17:02;68545/48260;"=""1""";;"=""5""";22354,000;203.462,74;5.200,00;0,00;0,00;0,00;1.687,98;1.687,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;624,00;0,00;624,00;832,00;208,00;0,00;2.519,98;2.680,02;51,54;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP SJP [GPA];São José dos Pinhais;PR;GESTAMP TBT P1 [MBB];Taubaté;SP;Rodoviário;04/02/2026 17:37;7166/48263;"=""2""";;"=""1""";1,000;27.107,40;7.200,00;0,00;0,00;0,00;4.974,48;4.974,48;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;864,00;0,00;864,00;1.152,00;288,00;0,00;6.126,48;1.073,52;14,91;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];METALAC SPS INDUSTRIA E COMERCIO LTDA.;Sorocaba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;04/02/2026 19:01;68554/48270;"=""1""";;"=""1""";250,000;6.057,50;2.104,00;0,00;0,00;0,00;1.557,57;1.557,57;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;252,48;0,00;252,48;336,64;84,16;0,00;1.894,21;209,79;9,97;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;04/02/2026 19:21;68548/48264;"=""1""";;"=""48""";2428,800;45.066,82;6.177,88;0,00;0,00;0,00;3.063,28;3.063,28;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;373,75;0,00;373,75;988,46;124,58;0,00;4.051,74;2.126,14;34,42;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A;Duque de Caxias;RJ;Rodoviário;04/02/2026 19:21;68608/48333;"=""1""";;"=""48""";2428,800;45.066,82;;0,00;;;;;;;;;;;;;;367,60;;367,60;;122,53;;;;0,00;Complementar;68548/48264
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ICONIC LUBRIFICANTES S.A.;Osasco;SP;Rodoviário;04/02/2026 19:27;68549/48265;"=""1""";;"=""48""";2428,800;39.731,39;1.955,78;0,00;0,00;0,00;1.297,49;1.297,49;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;234,69;0,00;234,69;312,92;78,23;0,00;1.610,41;345,37;17,66;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RESINAS [CLRES];CAMPO LIMPO RESINAS [CLRES];Taubaté;SP;FOX SOLUTIONS INDUSTRIA E COMERCIO DE PLASTICOS LTDA;Várzea Paulista;SP;Rodoviário;04/02/2026 19:37;68550/48266;"=""1""";;"=""40""";26112,000;107.380,00;4.505,85;0,00;0,00;0,00;2.404,36;2.404,36;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;540,70;0,00;540,70;720,93;180,23;0,00;3.125,29;1.380,56;30,64;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO RESINAS [CLRES];CAMPO LIMPO RESINAS [CLRES];Taubaté;SP;FOX SOLUTIONS INDUSTRIA E COMERCIO DE PLASTICOS LTDA;Várzea Paulista;SP;Rodoviário;04/02/2026 19:49;68551/48267;"=""1""";;"=""40""";26112,000;107.380,00;4.341,57;0,00;0,00;0,00;2.415,00;2.415,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;520,99;0,00;520,99;694,65;173,66;0,00;3.109,65;1.231,92;28,37;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO TAMPAS [CLTMP];CAMPO LIMPO TAMPAS [CLTMP];Taubaté;SP;SYNGENTA PROTECAO DE CULTIVOS LTDA;Limeira;SP;Rodoviário;04/02/2026 19:53;68552/48268;"=""1""";;"=""16""";3360,000;157.654,56;4.237,90;0,00;0,00;0,00;2.053,98;2.053,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;508,55;0,00;508,55;678,07;169,52;0,00;2.732,05;1.505,85;35,53;Normal;
ENTREGAMAX TAUBATE ;CAMPO LIMPO S.A [CLSA];CAMPO LIMPO S.A [CLSA];Taubaté;SP;ALBAUGH AGRO BRASIL LTDA.;Resende;RJ;Rodoviário;04/02/2026 19:59;68553/48269;"=""1""";;"=""368""";4048,000;72.375,29;3.158,81;0,00;0,00;0,00;1.598,64;1.598,64;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;379,06;0,00;379,06;505,41;126,35;0,00;2.104,05;1.054,76;33,39;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];REZENDE;Indaiatuba;SP;GESTAMP STA ISABEL [GSN];Santa Isabel;SP;Rodoviário;04/02/2026 20:50;68555/48271;"=""1""";;"=""20""";200,000;90.525,90;2.156,00;0,00;0,00;0,00;400,00;400,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;744,96;1.411,04;65,45;Normal;
ENTREGAMAX TAUBATE ;GESTAMP STA ISABEL [GSN];GESTAMP STA ISABEL [GSN];Santa Isabel;SP;REZENDE;Indaiatuba;SP;Rodoviário;04/02/2026 21:16;68556/48272;"=""1""";;"=""10""";100,000;19.963,20;2.156,00;0,00;0,00;0,00;1.370,00;1.370,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;258,72;0,00;258,72;344,96;86,24;0,00;1.714,96;441,04;20,46;Normal;
ENTREGAMAX TAUBATE ;GESTAMP SJP [GPA];GESTAMP GRAVATAI [GRA];Gravataí;RS;GESTAMP SJP [GPA];São José dos Pinhais;PR;Rodoviário;04/02/2026 21:20;7167/48273;"=""2""";;"=""2""";2,000;239.687,63;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;100,00;Normal;
